CNN,streetname,from_st,to_st,cardinal,addrange,limits,location,theOrder
20257000,HARNEY WAY,ALANA WAY \ THOMAS MELLON DR,,,,ALANA WAY \ THOMAS MELLON DR intersection,,16238
20258000,ALANA WAY,EXECUTIVE PARK BLVD,,,,EXECUTIVE PARK BLVD intersection,,4558
20258000,EXECUTIVE PARK BLVD,ALANA WAY,,,,ALANA WAY intersection,,12793
20259000,HARNEY WAY,JAMESTOWN AVE,,,,JAMESTOWN AVE intersection,,16234
20259000,JAMESTOWN AVE,HARNEY WAY,,,,HARNEY WAY intersection,,18507
20262000,EXECUTIVE PARK BLVD,SANDPIPER COVE WAY \ THOMAS MELLON DR,,,,SANDPIPER COVE WAY \ THOMAS MELLON DR intersection,,12801
20262000,SANDPIPER COVE WAY,EXECUTIVE PARK BLVD \ THOMAS MELLON DR,,,,EXECUTIVE PARK BLVD \ THOMAS MELLON DR intersection,,29278
20262000,THOMAS MELLON DR,EXECUTIVE PARK BLVD \ SANDPIPER COVE WAY,,,,EXECUTIVE PARK BLVD \ SANDPIPER COVE WAY intersection,,31856
20263000,EXECUTIVE PARK BLVD,BLANKEN AVE,,,,BLANKEN AVE intersection,,12795
20263000,BLANKEN AVE,EXECUTIVE PARK BLVD,,,,EXECUTIVE PARK BLVD intersection,,6870
20264000,KEY AVE,JENNINGS ST,,,,JENNINGS ST intersection,,19534
20264000,JENNINGS ST,KEY AVE,,,,KEY AVE intersection,,18667
20267000,LATHROP AVE,GILLETTE AVE,,,,GILLETTE AVE intersection,,20415
20267000,GILLETTE AVE,LATHROP AVE,,,,LATHROP AVE intersection,,14938
20268000,GILLETTE AVE,BLANKEN AVE,,,,BLANKEN AVE intersection,,14934
20268000,BLANKEN AVE,GILLETTE AVE,,,,GILLETTE AVE intersection,,6868
20269000,NIBBI CT,GILLETTE AVE,,,,GILLETTE AVE intersection,,24434
20269000,GILLETTE AVE,NIBBI CT,,,,NIBBI CT intersection,,14936
20271000,BLANKEN AVE,NUEVA AVE,,,,NUEVA AVE intersection,,6866
20271000,NUEVA AVE,BLANKEN AVE,,,,BLANKEN AVE intersection,,24732
20272000,LATHROP AVE,NUEVA AVE,,,,NUEVA AVE intersection,,20413
20272000,NUEVA AVE,LATHROP AVE,,,,LATHROP AVE intersection,,24734
20273000,TOCOLOMA AVE,LATHROP AVE,,,,LATHROP AVE intersection,,31956
20273000,LATHROP AVE,TOCOLOMA AVE,,,,TOCOLOMA AVE intersection,,20411
20274000,BLANKEN AVE,TOCOLOMA AVE,,,,TOCOLOMA AVE intersection,,6864
20274000,TOCOLOMA AVE,BLANKEN AVE,,,,BLANKEN AVE intersection,,31954
20281000,PENINSULA AVE,LATHROP AVE,,,,LATHROP AVE intersection,,26234
20281000,LATHROP AVE,PENINSULA AVE,,,,PENINSULA AVE intersection,,20409
20282000,PENINSULA AVE,BLANKEN AVE,,,,BLANKEN AVE intersection,,26232
20282000,BLANKEN AVE,PENINSULA AVE,,,,PENINSULA AVE intersection,,6862
20284000,LATHROP AVE,WHEELER AVE,,,,WHEELER AVE intersection,,20407
20284000,WHEELER AVE,LATHROP AVE,,,,LATHROP AVE intersection,,34343
20285000,WHEELER AVE,BLANKEN AVE,,,,BLANKEN AVE intersection,,34341
20285000,BLANKEN AVE,WHEELER AVE,,,,WHEELER AVE intersection,,6860
20288000,LATHROP AVE,TUNNEL AVE,,,,TUNNEL AVE intersection,,20405
20288000,TUNNEL AVE,LATHROP AVE,,,,LATHROP AVE intersection,,32203
20289000,TUNNEL AVE,BLANKEN AVE,,,,BLANKEN AVE intersection,,32201
20289000,BLANKEN AVE,TUNNEL AVE,,,,TUNNEL AVE intersection,,6858
20291000,BAY SHORE BLVD,HESTER AVE,,,,HESTER AVE intersection,,6333
20291000,HESTER AVE,BAY SHORE BLVD,,,,BAY SHORE BLVD intersection,,16714
20295000,SAN BRUNO AVE,CAMPBELL AVE,,,,CAMPBELL AVE intersection,,28910
20295000,CAMPBELL AVE,SAN BRUNO AVE,,,,SAN BRUNO AVE intersection,,8392
20296000,TUNNEL AVE,BAY SHORE BLVD,,,,BAY SHORE BLVD intersection,,32199
20296000,BAY SHORE BLVD,TUNNEL AVE,,,,TUNNEL AVE intersection,,6335
20298000,BAY SHORE BLVD,ARLETA AVE \ SAN BRUNO AVE,,,,ARLETA AVE \ SAN BRUNO AVE intersection,,6343
20298000,SAN BRUNO AVE,ARLETA AVE \ BAY SHORE BLVD,,,,ARLETA AVE \ BAY SHORE BLVD intersection,,28920
20298000,ARLETA AVE,BAY SHORE BLVD \ SAN BRUNO AVE,,,,BAY SHORE BLVD \ SAN BRUNO AVE intersection,,5388
20299000,BLANKEN AVE,BAY SHORE BLVD,,,,BAY SHORE BLVD intersection,,6856
20299000,BAY SHORE BLVD,BLANKEN AVE,,,,BLANKEN AVE intersection,,6341
20300000,BEEMAN LN,SAN BRUNO AVE,,,,SAN BRUNO AVE intersection,,6556
20300000,SAN BRUNO AVE,BEEMAN LN,,,,BEEMAN LN intersection,,28912
20301000,BEEMAN LN,RACINE LN \ WABASH TER,,,,RACINE LN \ WABASH TER intersection,,6558
20301000,WABASH TER,BEEMAN LN \ RACINE LN,,,,BEEMAN LN \ RACINE LN intersection,,33706
20301000,RACINE LN,BEEMAN LN \ WABASH TER,,,,BEEMAN LN \ WABASH TER intersection,,27614
20302000,BRUSSELS ST,CAMPBELL AVE,,,,CAMPBELL AVE intersection,,7565
20302000,CAMPBELL AVE,BRUSSELS ST,,,,BRUSSELS ST intersection,,8394
20303000,BRUSSELS ST,WILDE AVE,,,,WILDE AVE intersection,,7563
20303000,WILDE AVE,BRUSSELS ST,,,,BRUSSELS ST intersection,,34425
20304000,ALPHA ST,GOETTINGEN ST \ WILDE AVE,,,,GOETTINGEN ST \ WILDE AVE intersection,,4787
20304000,GOETTINGEN ST,ALPHA ST \ WILDE AVE,,,,ALPHA ST \ WILDE AVE intersection,,15103
20304000,WILDE AVE,ALPHA ST \ GOETTINGEN ST,,,,ALPHA ST \ GOETTINGEN ST intersection,,34427
20305000,CAMPBELL AVE,GOETTINGEN ST,,,,GOETTINGEN ST intersection,,8396
20305000,GOETTINGEN ST,CAMPBELL AVE,,,,CAMPBELL AVE intersection,,15105
20306000,BAY SHORE BLVD,SUNNYDALE AVE,,,,SUNNYDALE AVE intersection,,6354
20306000,SUNNYDALE AVE,BAY SHORE BLVD,,,,BAY SHORE BLVD intersection,,31076
20308000,BAY SHORE BLVD,VISITACION AVE,,,,VISITACION AVE intersection,,6351
20308000,VISITACION AVE,BAY SHORE BLVD,,,,BAY SHORE BLVD intersection,,33648
20310000,ALPHA ST,RAYMOND AVE,,,,RAYMOND AVE intersection,,4803
20310000,RAYMOND AVE,ALPHA ST,,,,ALPHA ST intersection,,27766
20313000,BAY SHORE BLVD,LELAND AVE,,,,LELAND AVE intersection,,6346
20313000,LELAND AVE,BAY SHORE BLVD,,,,BAY SHORE BLVD intersection,,20700
20314000,LELAND AVE,ALPHA ST,,,,ALPHA ST intersection,,20704
20314000,ALPHA ST,LELAND AVE,,,,LELAND AVE intersection,,4805
20315000,LELAND AVE,DESMOND ST,,,,DESMOND ST intersection,,20702
20315000,DESMOND ST,LELAND AVE,,,,LELAND AVE intersection,,11155
20316000,VISITACION AVE,DESMOND ST,,,,DESMOND ST intersection,,33650
20316000,DESMOND ST,VISITACION AVE,,,,VISITACION AVE intersection,,11157
20319000,ALPHA ST,ARLETA AVE,,,,ARLETA AVE intersection,,4801
20319000,ARLETA AVE,ALPHA ST,,,,ALPHA ST intersection,,5390
20320000,RACINE LN,SAN BRUNO AVE,,,,SAN BRUNO AVE intersection,,27616
20320000,SAN BRUNO AVE,RACINE LN,,,,RACINE LN intersection,,28918
20321000,TEDDY AVE,SAN BRUNO AVE \ WABASH TER,,,,SAN BRUNO AVE \ WABASH TER intersection,,31572
20321000,WABASH TER,SAN BRUNO AVE \ TEDDY AVE,,,,SAN BRUNO AVE \ TEDDY AVE intersection,,33708
20321000,SAN BRUNO AVE,TEDDY AVE \ WABASH TER,,,,TEDDY AVE \ WABASH TER intersection,,28916
20322000,TEDDY AVE,ALPHA ST,,,,ALPHA ST intersection,,31574
20322000,ALPHA ST,TEDDY AVE,,,,TEDDY AVE intersection,,4799
20323000,SOMERSET ST,SAN BRUNO AVE,,,,SAN BRUNO AVE intersection,,30393
20323000,SAN BRUNO AVE,SOMERSET ST,,,,SOMERSET ST intersection,,28914
20324000,SOMERSET ST,CAMPBELL AVE,,,,CAMPBELL AVE intersection,,30390
20324000,CAMPBELL AVE,SOMERSET ST,,,,SOMERSET ST intersection,,8400
20325000,CAMPBELL AVE,HOLYOKE ST,,,,HOLYOKE ST intersection,,8402
20325000,HOLYOKE ST,CAMPBELL AVE,,,,CAMPBELL AVE intersection,,17018
20328000,TIOGA AVE,ALPHA ST,,,,ALPHA ST intersection,,31947
20328000,ALPHA ST,TIOGA AVE,,,,TIOGA AVE intersection,,4789
20329000,ALPHA ST,CAMPBELL AVE,,,,CAMPBELL AVE intersection,,4795
20329000,CAMPBELL AVE,ALPHA ST,,,,ALPHA ST intersection,,8404
20330000,TUCKER AVE,ALPHA ST,,,,ALPHA ST intersection,,32183
20330000,ALPHA ST,TUCKER AVE,,,,TUCKER AVE intersection,,4791
20332000,TUCKER AVE,RUTLAND ST,,,,RUTLAND ST intersection,,32185
20332000,RUTLAND ST,TUCKER AVE,,,,TUCKER AVE intersection,,28470
20333000,RUTLAND ST,CAMPBELL AVE,,,,CAMPBELL AVE intersection,,28472
20333000,CAMPBELL AVE,RUTLAND ST,,,,RUTLAND ST intersection,,8406
20334000,RUTLAND ST,TIOGA AVE,,,,TIOGA AVE intersection,,28468
20334000,TIOGA AVE,RUTLAND ST,,,,RUTLAND ST intersection,,31949
20338000,DESMOND ST,SUNNYDALE AVE,,,,SUNNYDALE AVE intersection,,11160
20338000,SUNNYDALE AVE,DESMOND ST,,,,DESMOND ST intersection,,31080
20340000,SUNNYDALE AVE,DESMOND ST,,,,DESMOND ST intersection,,31078
20340000,DESMOND ST,SUNNYDALE AVE,,,,SUNNYDALE AVE intersection,,11159
20341000,PEABODY ST,SUNNYDALE AVE,,,,SUNNYDALE AVE intersection,,26206
20341000,SUNNYDALE AVE,PEABODY ST,,,,PEABODY ST intersection,,31084
20342000,SUNNYDALE AVE,TALBERT ST,,,,TALBERT ST intersection,,31082
20342000,TALBERT ST,SUNNYDALE AVE,,,,SUNNYDALE AVE intersection,,31363
20344000,PEABODY ST,VISITACION AVE,,,,VISITACION AVE intersection,,26204
20344000,VISITACION AVE,PEABODY ST,,,,PEABODY ST intersection,,33654
20345000,TALBERT CT,TALBERT ST \ VISITACION AVE,,,,TALBERT ST \ VISITACION AVE intersection,,31360
20345000,TALBERT ST,TALBERT CT \ VISITACION AVE,,,,TALBERT CT \ VISITACION AVE intersection,,31361
20345000,VISITACION AVE,TALBERT CT \ TALBERT ST,,,,TALBERT CT \ TALBERT ST intersection,,33652
20347000,LELAND AVE,PEABODY ST,,,,PEABODY ST intersection,,20706
20347000,PEABODY ST,LELAND AVE,,,,LELAND AVE intersection,,26202
20348000,VISITACION AVE,CORA ST,,,,CORA ST intersection,,33658
20348000,CORA ST,VISITACION AVE,,,,VISITACION AVE intersection,,10275
20349000,RUTLAND ST,VISITACION AVE,,,,VISITACION AVE intersection,,28482
20349000,VISITACION AVE,RUTLAND ST,,,,RUTLAND ST intersection,,33656
20352000,RUTLAND ST,SUNNYDALE AVE,,,,SUNNYDALE AVE intersection,,28484
20352000,SUNNYDALE AVE,RUTLAND ST,,,,RUTLAND ST intersection,,31086
20353000,CORA ST,SUNNYDALE AVE \ TOMASO CT,,,,SUNNYDALE AVE \ TOMASO CT intersection,,10277
20353000,SUNNYDALE AVE,CORA ST \ TOMASO CT,,,,CORA ST \ TOMASO CT intersection,,31088
20353000,TOMASO CT,CORA ST \ SUNNYDALE AVE,,,,CORA ST \ SUNNYDALE AVE intersection,,31983
20355000,CORA ST,LELAND AVE,,,,LELAND AVE intersection,,10273
20355000,LELAND AVE,CORA ST,,,,CORA ST intersection,,20710
20356000,RUTLAND ST,LELAND AVE,,,,LELAND AVE intersection,,28480
20356000,LELAND AVE,RUTLAND ST,,,,RUTLAND ST intersection,,20708
20357000,RUTLAND ST,RAYMOND AVE,,,,RAYMOND AVE intersection,,28478
20357000,RAYMOND AVE,RUTLAND ST,,,,RUTLAND ST intersection,,27768
20358000,RUTLAND ST,ARLETA AVE,,,,ARLETA AVE intersection,,28476
20358000,ARLETA AVE,RUTLAND ST,,,,RUTLAND ST intersection,,5392
20359000,RAYMOND AVE,DELTA ST,,,,DELTA ST intersection,,27770
20359000,DELTA ST,RAYMOND AVE,,,,RAYMOND AVE intersection,,11129
20360000,DELTA ST,TEDDY AVE,,,,TEDDY AVE intersection,,11125
20360000,TEDDY AVE,DELTA ST,,,,DELTA ST intersection,,31578
20361000,RUTLAND ST,TEDDY AVE,,,,TEDDY AVE intersection,,28474
20361000,TEDDY AVE,RUTLAND ST,,,,RUTLAND ST intersection,,31576
20362000,VISITACION AVE,DELTA ST,,,,DELTA ST intersection,,33660
20362000,DELTA ST,VISITACION AVE,,,,VISITACION AVE intersection,,11132
20363000,LELAND AVE,DELTA ST,,,,DELTA ST intersection,,20712
20363000,DELTA ST,LELAND AVE,,,,LELAND AVE intersection,,11131
20364000,DELTA ST,ARLETA AVE,,,,ARLETA AVE intersection,,11127
20364000,ARLETA AVE,DELTA ST,,,,DELTA ST intersection,,5394
20365000,DELTA ST,CAMPBELL AVE,,,,CAMPBELL AVE intersection,,11123
20365000,CAMPBELL AVE,DELTA ST,,,,DELTA ST intersection,,8408
20366000,MELRA CT,DELTA ST \ SUNNYDALE AVE,,,,DELTA ST \ SUNNYDALE AVE intersection,,22719
20366000,DELTA ST,MELRA CT \ SUNNYDALE AVE,,,,MELRA CT \ SUNNYDALE AVE intersection,,11134
20366000,SUNNYDALE AVE,DELTA ST \ MELRA CT,,,,DELTA ST \ MELRA CT intersection,,31090
20368000,GARRISON AVE,END,,,,END intersection,,14412
20369000,SCHWERIN ST,GARRISON AVE,,,,GARRISON AVE intersection,,29580
20369000,GARRISON AVE,SCHWERIN ST,,,,SCHWERIN ST intersection,,14416
20370000,SUNNYDALE AVE,REY ST,,,,REY ST intersection,,31094
20370000,REY ST,SUNNYDALE AVE,,,,SUNNYDALE AVE intersection,,27894
20371000,SUNNYDALE AVE,SCHWERIN ST,,,,SCHWERIN ST intersection,,31092
20371000,SCHWERIN ST,SUNNYDALE AVE,,,,SUNNYDALE AVE intersection,,29574
20372000,SCHWERIN ST,VISITACION AVE,,,,VISITACION AVE intersection,,29572
20372000,VISITACION AVE,SCHWERIN ST,,,,SCHWERIN ST intersection,,33662
20373000,VELASCO AVE,KELLOCH AVE,,,,KELLOCH AVE intersection,,33331
20373000,KELLOCH AVE,VELASCO AVE,,,,VELASCO AVE intersection,,19472
20375000,SCHWERIN ST,KELLOCH AVE,,,,KELLOCH AVE intersection,,29582
20375000,KELLOCH AVE,SCHWERIN ST,,,,SCHWERIN ST intersection,,19470
20376000,GARRISON AVE,ARGONAUT AVE,,,,ARGONAUT AVE intersection,,14410
20376000,ARGONAUT AVE,GARRISON AVE,,,,GARRISON AVE intersection,,5298
20377000,SUNNYDALE AVE,GARRISON AVE,,,,GARRISON AVE intersection,,31096
20377000,GARRISON AVE,SUNNYDALE AVE,,,,SUNNYDALE AVE intersection,,14408
20378000,VISITACION AVE,REY ST,,,,REY ST intersection,,33664
20378000,REY ST,VISITACION AVE,,,,VISITACION AVE intersection,,27892
20379000,ARGONAUT AVE,MCCARTHY AVE,,,,MCCARTHY AVE intersection,,5300
20379000,MCCARTHY AVE,ARGONAUT AVE,,,,ARGONAUT AVE intersection,,22617
20380000,LELAND AVE,SCHWERIN ST,,,,SCHWERIN ST intersection,,20714
20380000,SCHWERIN ST,LELAND AVE,,,,LELAND AVE intersection,,29570
20381000,BRITTON ST,VISITACION AVE,,,,VISITACION AVE intersection,,7230
20381000,VISITACION AVE,BRITTON ST,,,,BRITTON ST intersection,,33666
20382000,REY ST,LELAND AVE,,,,LELAND AVE intersection,,27890
20382000,LELAND AVE,REY ST,,,,REY ST intersection,,20716
20383000,LELAND AVE,ELLIOT ST,,,,ELLIOT ST intersection,,20718
20383000,ELLIOT ST,LELAND AVE,,,,LELAND AVE intersection,,12310
20384000,LELAND AVE,BRITTON ST,,,,BRITTON ST intersection,,20720
20384000,BRITTON ST,LELAND AVE,,,,LELAND AVE intersection,,7228
20385000,ELLIOT ST,RAYMOND AVE,,,,RAYMOND AVE intersection,,12308
20385000,RAYMOND AVE,ELLIOT ST,,,,ELLIOT ST intersection,,27772
20386000,ARLETA AVE,ELLIOT ST,,,,ELLIOT ST intersection,,5396
20386000,ELLIOT ST,ARLETA AVE,,,,ARLETA AVE intersection,,12306
20387000,ELLIOT ST,TEDDY AVE,,,,TEDDY AVE intersection,,12304
20387000,TEDDY AVE,ELLIOT ST,,,,ELLIOT ST intersection,,31580
20390000,VISITACION AVE,LOEHR ST,,,,LOEHR ST intersection,,33668
20390000,LOEHR ST,VISITACION AVE,,,,VISITACION AVE intersection,,21193
20392000,LOEHR ST,LELAND AVE,,,,LELAND AVE intersection,,21191
20392000,LELAND AVE,LOEHR ST,,,,LOEHR ST intersection,,20722
20393000,HAHN ST,LELAND AVE,,,,LELAND AVE intersection,,16007
20393000,LELAND AVE,HAHN ST,,,,HAHN ST intersection,,20726
20394000,SAWYER ST,LELAND AVE,,,,LELAND AVE intersection,,29552
20394000,LELAND AVE,SAWYER ST,,,,SAWYER ST intersection,,20724
20395000,SAWYER ST,RAYMOND AVE,,,,RAYMOND AVE intersection,,29550
20395000,RAYMOND AVE,SAWYER ST,,,,SAWYER ST intersection,,27774
20400000,VELASCO AVE,ARGONAUT AVE,,,,ARGONAUT AVE intersection,,33333
20400000,ARGONAUT AVE,VELASCO AVE,,,,VELASCO AVE intersection,,5308
20401000,ARGONAUT AVE,END,,,,END intersection,,5304
20402000,VELASCO AVE,CALGARY ST \ SAWYER ST,,,,CALGARY ST \ SAWYER ST intersection,,33337
20402000,SAWYER ST,CALGARY ST \ VELASCO AVE,,,,CALGARY ST \ VELASCO AVE intersection,,29560
20402000,CALGARY ST,SAWYER ST \ VELASCO AVE,,,,SAWYER ST \ VELASCO AVE intersection,,8135
20403000,RIO VERDE ST,VELASCO AVE,,,,VELASCO AVE intersection,,28028
20403000,VELASCO AVE,RIO VERDE ST,,,,RIO VERDE ST intersection,,33335
20404000,SAWYER ST,SUNRISE WAY,,,,SUNRISE WAY intersection,,29558
20404000,SUNRISE WAY,SAWYER ST,,,,SAWYER ST intersection,,31112
20405000,ARGONAUT AVE,BURR AVE,,,,BURR AVE intersection,,5302
20405000,BURR AVE,ARGONAUT AVE,,,,ARGONAUT AVE intersection,,7870
20406000,SUNRISE WAY,HAHN ST,,,,HAHN ST intersection,,31114
20406000,HAHN ST,SUNRISE WAY,,,,SUNRISE WAY intersection,,16015
20407000,SUNNYDALE AVE,SAWYER ST,,,,SAWYER ST intersection,,31098
20407000,SAWYER ST,SUNNYDALE AVE,,,,SUNNYDALE AVE intersection,,29556
20408000,MCCARTHY AVE,BURR AVE,,,,BURR AVE intersection,,22619
20408000,BURR AVE,MCCARTHY AVE,,,,MCCARTHY AVE intersection,,7872
20409000,HAHN ST,SUNNYDALE AVE,,,,SUNNYDALE AVE intersection,,16011
20409000,SUNNYDALE AVE,HAHN ST,,,,HAHN ST intersection,,31100
20410000,SAWYER ST,VISITACION AVE,,,,VISITACION AVE intersection,,29554
20410000,VISITACION AVE,SAWYER ST,,,,SAWYER ST intersection,,33670
20411000,PUEBLO ST,VELASCO AVE,,,,VELASCO AVE intersection,,27408
20411000,VELASCO AVE,PUEBLO ST,,,,PUEBLO ST intersection,,33339
20412000,CASTILLO ST,VELASCO AVE,,,,VELASCO AVE intersection,,8753
20412000,VELASCO AVE,CASTILLO ST,,,,CASTILLO ST intersection,,33341
20413000,VELASCO AVE,PASADENA ST,,,,PASADENA ST intersection,,33343
20413000,PASADENA ST,VELASCO AVE,,,,VELASCO AVE intersection,,26159
20414000,BLYTHDALE AVE,HAHN ST,,,,HAHN ST intersection,,6881
20414000,HAHN ST,BLYTHDALE AVE,,,,BLYTHDALE AVE intersection,,16013
20416000,HAHN ST,VISITACION AVE,,,,VISITACION AVE intersection,,16009
20416000,VISITACION AVE,HAHN ST,,,,HAHN ST intersection,,33672
20421000,SANTOS ST,GENEVA AVE,,,,GENEVA AVE intersection,,29507
20421000,GENEVA AVE,SANTOS ST,,,,SANTOS ST intersection,,14870
20422000,CARRIZAL ST,GENEVA AVE,,,,GENEVA AVE intersection,,8626
20422000,GENEVA AVE,CARRIZAL ST,,,,CARRIZAL ST intersection,,14867
20423000,BLYTHDALE AVE,SANTOS ST,,,,SANTOS ST intersection,,6883
20423000,SANTOS ST,BLYTHDALE AVE,,,,BLYTHDALE AVE intersection,,29503
20424000,VELASCO AVE,CARRIZAL ST,,,,CARRIZAL ST intersection,,33347
20424000,CARRIZAL ST,VELASCO AVE,,,,VELASCO AVE intersection,,8622
20425000,VELASCO AVE,SANTOS ST,,,,SANTOS ST intersection,,33345
20425000,SANTOS ST,VELASCO AVE,,,,VELASCO AVE intersection,,29505
20426000,PARQUE DR,CARRIZAL ST,,,,CARRIZAL ST intersection,,26149
20426000,CARRIZAL ST,PARQUE DR,,,,PARQUE DR intersection,,8624
20427000,GENEVA AVE,ESQUINA DR,,,,ESQUINA DR intersection,,14864
20427000,ESQUINA DR,GENEVA AVE,,,,GENEVA AVE intersection,,12550
20428000,CIELITO DR,GENEVA AVE,,,,GENEVA AVE intersection,,9506
20428000,GENEVA AVE,CIELITO DR,,,,CIELITO DR intersection,,14861
20429000,ESQUINA DR,PARQUE DR,,,,PARQUE DR intersection,,12548
20429000,PARQUE DR,ESQUINA DR,,,,ESQUINA DR intersection,,26151
20430000,CIELITO DR,PARQUE DR,,,,PARQUE DR intersection,,9504
20430000,PARQUE DR,CIELITO DR,,,,CIELITO DR intersection,,26153
20431000,BLYTHDALE AVE,BROOKDALE AVE,,,,BROOKDALE AVE intersection,,6885
20431000,BROOKDALE AVE,BLYTHDALE AVE,,,,BLYTHDALE AVE intersection,,7437
20432000,BROOKDALE AVE,SANTOS ST,,,,SANTOS ST intersection,,7435
20432000,SANTOS ST,BROOKDALE AVE,,,,BROOKDALE AVE intersection,,29501
20433000,SANTOS ST,SUNNYDALE AVE,,,,SUNNYDALE AVE intersection,,29499
20433000,SUNNYDALE AVE,SANTOS ST,,,,SANTOS ST intersection,,31102
20434000,CORONADO ST,JAMESTOWN AVE,,,,JAMESTOWN AVE intersection,,10370
20434000,JAMESTOWN AVE,CORONADO ST,,,,CORONADO ST intersection,,18517
20435000,JAMESTOWN AVE,GRIFFITH ST,,,,GRIFFITH ST intersection,,18515
20435000,GRIFFITH ST,JAMESTOWN AVE,,,,JAMESTOWN AVE intersection,,15835
20436000,HOLLISTER AVE,HAWES ST,,,,HAWES ST intersection,,16887
20436000,HAWES ST,HOLLISTER AVE,,,,HOLLISTER AVE intersection,,16492
20438000,HAWES ST,GILMAN AVE,,,,GILMAN AVE intersection,,16490
20438000,GILMAN AVE,HAWES ST,,,,HAWES ST intersection,,14960
20439000,INGERSON AVE,HAWES ST,,,,HAWES ST intersection,,18083
20439000,HAWES ST,INGERSON AVE,,,,INGERSON AVE intersection,,16494
20441000,INGALLS ST,INGERSON AVE,,,,INGERSON AVE intersection,,18067
20441000,INGERSON AVE,INGALLS ST,,,,INGALLS ST intersection,,18087
20442000,INGERSON AVE,REDONDO ST,,,,REDONDO ST intersection,,18085
20442000,REDONDO ST,INGERSON AVE,,,,INGERSON AVE intersection,,27801
20443000,GILMAN AVE,INGALLS ST,,,,INGALLS ST intersection,,14962
20443000,INGALLS ST,GILMAN AVE,,,,GILMAN AVE intersection,,18063
20444000,HOLLISTER AVE,INGALLS ST,,,,INGALLS ST intersection,,16889
20444000,INGALLS ST,HOLLISTER AVE,,,,HOLLISTER AVE intersection,,18065
20445000,JAMESTOWN AVE,REDONDO ST,,,,REDONDO ST intersection,,18521
20445000,REDONDO ST,JAMESTOWN AVE,,,,JAMESTOWN AVE intersection,,27803
20446000,INGALLS ST,JAMESTOWN AVE,,,,JAMESTOWN AVE intersection,,18069
20446000,JAMESTOWN AVE,INGALLS ST,,,,INGALLS ST intersection,,18523
20447000,EGBERT AVE,INGALLS ST,,,,INGALLS ST intersection,,12168
20447000,INGALLS ST,EGBERT AVE,,,,EGBERT AVE intersection,,18059
20448000,FITZGERALD AVE,INGALLS ST,,,,INGALLS ST intersection,,13343
20448000,INGALLS ST,FITZGERALD AVE,,,,FITZGERALD AVE intersection,,18061
20449000,INGALLS ST,DONNER AVE,,,,DONNER AVE intersection,,18057
20449000,DONNER AVE,INGALLS ST,,,,INGALLS ST intersection,,11652
20450000,INGALLS ST,CARROLL AVE,,,,CARROLL AVE intersection,,18055
20450000,CARROLL AVE,INGALLS ST,,,,INGALLS ST intersection,,8648
20451000,BANCROFT AVE,JENNINGS ST,,,,JENNINGS ST intersection,,6077
20451000,JENNINGS ST,BANCROFT AVE,,,,BANCROFT AVE intersection,,18649
20452000,JENNINGS ST,CARROLL AVE,,,,CARROLL AVE intersection,,18651
20452000,CARROLL AVE,JENNINGS ST,,,,JENNINGS ST intersection,,8650
20453000,EGBERT AVE,JENNINGS ST,,,,JENNINGS ST intersection,,12170
20453000,JENNINGS ST,EGBERT AVE,,,,EGBERT AVE intersection,,18655
20454000,FITZGERALD AVE,JENNINGS ST,,,,JENNINGS ST intersection,,13345
20454000,JENNINGS ST,FITZGERALD AVE,,,,FITZGERALD AVE intersection,,18657
20455000,03RD ST,FITZGERALD AVE,,,,FITZGERALD AVE intersection,,319
20455000,FITZGERALD AVE,03RD ST,,,,03RD ST intersection,,13349
20456000,JENNINGS ST,DONNER AVE,,,,DONNER AVE intersection,,18653
20456000,DONNER AVE,JENNINGS ST,,,,JENNINGS ST intersection,,11654
20457000,EGBERT AVE,03RD ST,,,,03RD ST intersection,,12172
20457000,03RD ST,EGBERT AVE,,,,EGBERT AVE intersection,,316
20458000,INGERSON AVE,JENNINGS ST,,,,JENNINGS ST intersection,,18089
20458000,JENNINGS ST,INGERSON AVE,,,,INGERSON AVE intersection,,18663
20459000,JAMESTOWN AVE,JENNINGS ST,,,,JENNINGS ST intersection,,18525
20459000,JENNINGS ST,JAMESTOWN AVE,,,,JAMESTOWN AVE intersection,,18665
20460000,JAMESTOWN AVE,03RD ST \ HWY 101 S ON RAMP,,,,03RD ST \ HWY 101 S ON RAMP intersection,,18527
20460000,HWY 101 S ON RAMP,03RD ST \ JAMESTOWN AVE,,,,03RD ST \ JAMESTOWN AVE intersection,,17395
20460000,03RD ST,HWY 101 S ON RAMP \ JAMESTOWN AVE,,,,HWY 101 S ON RAMP \ JAMESTOWN AVE intersection,,333
20461000,LE CONTE AVE,JENNINGS ST,,,,JENNINGS ST intersection,,20566
20461000,JENNINGS ST,LE CONTE AVE,,,,LE CONTE AVE intersection,,18669
20463000,JENNINGS CT,JENNINGS ST \ MEADE AVE,,,,JENNINGS ST \ MEADE AVE intersection,,18613
20463000,MEADE AVE,JENNINGS CT \ JENNINGS ST,,,,JENNINGS CT \ JENNINGS ST intersection,,22693
20463000,JENNINGS ST,JENNINGS CT \ MEADE AVE,,,,JENNINGS CT \ MEADE AVE intersection,,18671
20465000,BAY SHORE BLVD,03RD ST \ HWY 101 N OFF RAMP \ MEADE AVE,,,,03RD ST \ HWY 101 N OFF RAMP \ MEADE AVE intersection,,6329
